Time;Goals;arbeiten;essen;fliehen;reden;schlafen;spielen;Actions;arbeiten;essen;fliehen;reden;schlafen;spielen;Current;Source;arbeiten;essen;fliehen;reden;schlafen;spielen;
11:29;11:29;2;2.24766;0;0;0;1; ;4.288;3.136;0;2.999;0;0;essen; ;1.88889;1;0;0;0;0;
11:59;11:59;2;2.99761;0;0;0;1; ;4.288;3.136;0;2.999;0;0;essen; ;1.88889;2;0;0;0;0;
12:16;redeem essen;2;0;0;0;0;1; ;4.288;0.695;0;2.999;0;0;essen;redeem essen;1.88889;3;0;0;0;0;
12:29;12:29;2;0;0;0;0;1; ;2.945;0.695;0;2.999;0;0;arbeiten; ;1.88889;0;0;0;0;0;
12:51;redeem arbeiten;0;0;0;0;0;1; ;2.945;0.695;0;2.999;0;0;arbeiten;redeem arbeiten;2;0;0;0;0;0;
12:59;12:59;0;0;0;0;0;1; ;2.945;0.695;0;2.999;0;0.809;spielen; ;0;0;0;0;0;0;
13:29;13:29;0;0;0;0;0;1; ;2.945;0.695;0;2.999;0;0.809;spielen; ;0;0;0;0;0;0.5;
13:54;redeem spielen;0;0;0;0;0;0.9; ;2.945;0.695;0;2.999;0;0.809;spielen;redeem spielen;0;0;0;0;0;1;
13:59;13:59;0;0;0;0;0;0.9; ;2.945;0.695;0;2.999;0;0.639;spielen; ;0;0;0;0;0;0;
14:29;14:29;0;0;0;0;0.746373;0.9; ;2.945;0.695;0;2.999;2.904;0.825;spielen; ;0;0;0;0;0;0.5;
14:54;redeem spielen;0;0;0;0;1.3726;0.8; ;2.945;0.695;0;2.999;2.904;0.909;spielen;redeem spielen;0;0;0;0;0;1;
14:59;14:59;0;0;0;0;1.49635;0.8; ;2.945;0.695;0;2.999;2.724;0.909;schlafen; ;0;0;0;0;0;0;
15:29;15:29;0;0;0;0;2.2463;0.8; ;2.945;0.695;0;2.999;2.719;0.909;schlafen; ;0;0;0;0;0.166667;0;
15:59;15:59;0;0;0;0;2.99625;0.8; ;2.945;0.695;0;2.999;2.719;0.909;schlafen; ;0;0;0;0;0.333333;0;
16:29;16:29;0;0;0;0;3;0.8; ;2.945;0.695;0;2.999;2.719;0.909;schlafen; ;0;0;0;0;0.5;0;
16:59;16:59;0;0;0;0;3;0.8; ;2.945;0.695;0;2.999;2.719;0.909;schlafen; ;0;0;0;0;0.666667;0;
17:29;17:29;0;0;0;0;3;0.8; ;2.945;0.695;0;2.999;2.719;0.909;schlafen; ;0;0;0;0;0.833333;0;
18:00;18:00;0;0;0;0;3;0.8; ;2.945;0.695;0;2.999;2.719;0.909;schlafen; ;0;0;0;0;1;0;
18:16;interrupt schlafen;0;0;4;0;3;0.8; ;2.945;0.695;2.518;2.999;2.719;0.909;schlafen;interrupt schlafen;0;0;0;0;1.16667;0;
18:30;18:30;0;0;4;0;3;0.8; ;2.945;0.695;2.029;2.999;2.719;0.909;fliehen; ;0;0;0;0;1.33333;0;
18:36;redeem fliehen;0;0;0;0;3;0.8; ;2.945;0.695;2.029;2.999;2.719;0.909;fliehen;redeem fliehen;0;0;4;0;1.33333;0;
19:00;19:00;0;0;0;0;3;0.8; ;2.945;0.695;2.029;2.999;2.719;0.909;schlafen; ;0;0;0;0;1.33333;0;
19:30;19:30;0;0;0;0;3;0.8; ;2.945;0.695;2.029;2.999;2.719;0.909;schlafen; ;0;0;0;0;1.5;0;
20:00;20:00;0;0;0;0;3;0.8; ;2.945;0.695;2.029;2.999;2.719;0.909;schlafen; ;0;0;0;0;1.66667;0;
20:30;20:30;0;0;0;0;3;0.8; ;2.945;0.695;2.029;2.999;2.719;0.909;schlafen; ;0;0;0;0;1.83333;0;
