Time;Goals;arbeiten;essen;fliehen;reden;schlafen;spielen;Actions;arbeiten;essen;fliehen;reden;schlafen;spielen;Current;Source;arbeiten;essen;fliehen;reden;schlafen;spielen;
10:29;10:29;2;0.747736;0;0;0;0.7; ;6.49;2.489;2.968;4.368;5.49;4.195;essen; ;0;2;0;0;0;0.666667;
10:53;redeem essen;2;0;0;0;0;0.7; ;6.49;2.489;3.53;5.49;5.49;5.281;essen;redeem essen;0;3;0;0;0;0.666667;
10:59;10:59;2;0.165836;0;0;0;0.7; ;4.417;2.489;2.595;3.417;3.417;3.287;essen; ;0;0;0;0;0;0.666667;
11:29;11:29;2;0.915845;0;0;0;0.7; ;4.418;2.489;3.111;3.418;3.418;3.288;essen; ;0;1;0;0;0;0.666667;
11:59;11:59;2;1.66582;0;0;0;0.7; ;4.418;2.489;3.418;3.418;3.418;3.288;essen; ;0;2;0;0;0;0.666667;
12:16;redeem essen;2;0;0;0;0;0.7; ;4.418;2.489;3.418;3.418;3.418;3.288;essen;redeem essen;0;3;0;0;0;0.666667;
12:29;12:29;2;0;0;0;0;0.7; ;3.489;2.489;2.489;2.489;2.489;2.36;spielen; ;0;0;0;0;0;0.666667;
12:35;redeem spielen;2;0;0;0;0;0.6; ;3.489;2.495;2.489;2.489;2.489;2.36;spielen;redeem spielen;0;0;0;0;0;1;
12:59;12:59;2;0;0;0;0;0.6; ;3.36;2.534;2.36;2.365;2.36;2.25;spielen; ;0;0;0;0;0;0;
13:23;interrupt spielen;2;0;0;0;0;0.6; ;3.36;2.927;2.36;2.529;2.36;2.361;spielen;interrupt spielen;0;0;0;0;0;0.5;
13:29;13:29;2;0;0;0;0;0.6; ;3.36;3.231;2.36;2.568;2.36;2.529;schlafen; ;0;0;0;0;0;1;
13:59;13:59;2;0;0;0;0;0.6; ;3.36;4.269;2.438;3.161;2.36;3.187;schlafen; ;0;0;0;0;0.157895;1;
14:29;14:29;2;0;0;0;0.746373;0.6; ;3.36;5.359;2.868;4.124;2.36;4.213;schlafen; ;0;0;0;0;0.315789;1;
14:59;14:59;2;0;0;0;1.49635;0.6; ;3.36;5.359;3.673;5.359;2.36;5.25;schlafen; ;0;0;0;0;0.473684;1;
15:29;15:29;2;0;0;0;2.2463;0.6; ;3.36;5.359;4.853;5.359;2.36;5.25;schlafen; ;0;0;0;0;0.631579;1;
15:59;15:59;2;0;0;0;2.99625;0.6; ;3.36;5.359;5.359;5.359;2.36;5.25;schlafen; ;0;0;0;0;0.789474;1;
16:29;16:29;2;0;0;0;3;0.6; ;3.36;5.359;5.359;5.359;2.36;5.25;schlafen; ;0;0;0;0;0.947369;1;
16:59;16:59;2;0;0;0;3;0.6; ;3.36;5.359;5.359;5.359;2.36;5.25;schlafen; ;0;0;0;0;1.10526;1;
17:29;17:29;2;0;0;0;3;0.6; ;3.36;5.359;5.359;5.359;2.36;5.25;schlafen; ;0;0;0;0;1.26316;1;
18:00;18:00;2;0;0;0;3;0.6; ;3.36;5.359;5.359;5.359;2.36;5.25;schlafen; ;0;0;0;0;1.42105;1;
18:16;interrupt schlafen;2;0;4;0;3;0.6; ;7.359;9.36;5.359;9.36;6.978;9.25;schlafen;interrupt schlafen;0;0;0;0;1.57895;1;
18:30;18:30;2;0;4;0;3;0.6; ;7.359;9.36;5.359;9.36;8.36;9.25;fliehen; ;0;0;0;0;1.73684;1;
18:36;redeem fliehen;2;0;0;0;3;0.6; ;7.359;9.36;5.359;9.36;8.36;9.25;fliehen;redeem fliehen;0;0;4;0;1.73684;1;
19:00;19:00;2;0;0;0;3;0.6; ;3.36;5.359;5.359;5.359;4.359;5.25;arbeiten; ;0;0;0;0;1.73684;1;
19:21;interrupt arbeiten;2;0;0;0;3;0.6; ;4.36;5.359;5.359;5.359;4.359;5.25;arbeiten;interrupt arbeiten;0;0;0;0;1.73684;1;
19:30;19:30;2;0;0;0;3;0.6; ;5.359;5.359;5.359;5.359;4.359;5.25;schlafen; ;0;0;0;0;1.73684;1;
20:00;20:00;2;0;0;0;3;0.6; ;5.359;5.359;5.359;5.359;4.36;5.25;schlafen; ;0;0;0;0;1.89474;1;
20:30;20:30;2;0;0;0;3;0.6; ;5.359;5.359;5.359;5.359;4.553;5.25;schlafen; ;0;0;0;0;2.05263;1;
