Time;Goals;arbeiten;essen;fliehen;reden;schlafen;spielen;Actions;arbeiten;essen;fliehen;reden;schlafen;spielen;Current;Source;arbeiten;essen;fliehen;reden;schlafen;spielen;
12:44;redeem essen;0;0;0;0;0;1; ;4;1;4;4;4;3.81;essen;redeem essen;0;3;0;0;0;0;
12:59;12:59;0;0;0;0;0;1; ;1;1;1;1;1;0.809;spielen; ;0;0;0;0;0;0;
13:29;13:29;0;0;0;0;0;1; ;1;1;1;1;1;0.809;spielen; ;0;0;0;0;0;0.5;
13:49;redeem spielen;0;0;0;0;0;0.9; ;1;1;1;1;1;0.809;spielen;redeem spielen;0;0;0;0;0;1;
13:59;13:59;0;0;0;0;0;0.9; ;0.809;0.809;0.809;0.809;0.809;0.639;spielen; ;0;0;0;0;0;0;
14:28;interrupt spielen;0;0;0;0;0.71429;0.9; ;0.98;0.98;0.98;0.98;0.809;0.81;spielen;interrupt spielen;0;0;0;0;0;0.333333;
14:29;14:29;0;0;0;0;0.746373;0.9; ;0.995;0.995;0.995;0.995;0.809;0.825;schlafen; ;0;0;0;0;0;0.666667;
14:59;14:59;0;0;0;0;1.49635;0.9; ;1.556;1.556;1.556;1.556;0.809;1.386;schlafen; ;0;0;0;0;0.166667;0.666667;
15:29;15:29;0;0;0;0;2.2463;0.9; ;2.491;2.491;2.491;2.491;0.809;2.321;schlafen; ;0;0;0;0;0.333333;0.666667;
15:59;15:59;0;0;0;0;2.99625;0.9; ;3.802;3.802;3.802;3.802;0.809;3.632;schlafen; ;0;0;0;0;0.5;0.666667;
16:29;16:29;0;0;0;0;3;0.9; ;3.81;3.81;3.81;3.81;0.809;3.639;schlafen; ;0;0;0;0;0.666667;0.666667;
16:59;16:59;0;0;0;0;3;0.9; ;3.81;3.81;3.81;3.81;0.809;3.639;schlafen; ;0;0;0;0;0.833333;0.666667;
17:29;17:29;0;0;0;0;3;0.9; ;3.81;3.81;3.81;3.81;0.809;3.639;schlafen; ;0;0;0;0;1;0.666667;
18:00;18:00;0;0;0;0;3;0.9; ;3.81;3.81;3.81;3.81;0.809;3.639;schlafen; ;0;0;0;0;1.16667;0.666667;
18:16;interrupt schlafen;0;0;4;0;3;0.9; ;7.81;7.81;3.81;7.81;4.81;7.64;schlafen;interrupt schlafen;0;0;0;0;1.33333;0.666667;
18:30;18:30;0;0;4;0;3;0.9; ;7.81;7.81;3.81;7.81;4.81;7.64;fliehen; ;0;0;0;0;1.5;0.666667;
18:36;redeem fliehen;0;0;0;0;3;0.9; ;7.81;7.81;3.81;7.81;4.81;7.64;fliehen;redeem fliehen;0;0;4;0;1.5;0.666667;
19:00;19:00;0;0;0;0;3;0.9; ;3.81;3.81;3.81;3.81;0.809;3.639;schlafen; ;0;0;0;0;1.5;0.666667;
19:30;19:30;0;0;0;0;3;0.9; ;3.81;3.81;3.81;3.81;0.809;3.639;schlafen; ;0;0;0;0;1.66667;0.666667;
20:00;20:00;0;0;0;0;3;0.9; ;3.81;3.81;3.81;3.81;0.809;3.639;schlafen; ;0;0;0;0;1.83333;0.666667;
20:30;20:30;0;0;0;0;3;0.9; ;3.81;3.81;3.81;3.81;0.809;3.639;schlafen; ;0;0;0;0;2;0.666667;
